Job_Title,Skill,Company,Company_Industry,No_of_Reviews,No_of_Stars,Date_Since_Posted,Location,Company_Employees
Data Analyst,Pig| Hive| Machine Learning| R| SQL| SPSS| MATLAB| Data Mining| SAS| Python,Primus Builders Inc.,Blank,,,30,NC,
Data Analyst,Visual Basic| Microsoft Office| SQL| HTML5| Microsoft Access,Primerica,Insurance,2664,4.2,30,GA,"Less than 10,000"
Health Data Analyst - Medicare,Microsoft Powerpoint| SAS| Excel| SQL| Tableau,Prime Therapeutics,Blank,370,3.4,19,MN,
Clinical Data Analyst,,Prime Healthcare,Health Care,1303,3.7,30,CA,"10,000+"
Clinical Data Analyst,Microsoft SQL Server| SDLC| Excel| SQL,Prime Healthcare,Health Care,1303,3.7,30,CA,"10,000+"
Sr Analyst-Hotel Data Analytics,Microsoft Powerpoint| Hadoop| SQL| Microsoft Office| Tableau,Priceline.com,Leisure,77,3.9,30,CT,"Less than 10,000"
"Senior Analyst, Hotels Data Analytics",Data Mining| Hadoop| Oracle| Python| SQL| Tableau,Priceline.com,Leisure,77,3.9,30,CT,"Less than 10,000"
"VP, Hotel Analytics",Business Intelligence| Data Mining| SQL,Priceline.com,Leisure,77,3.9,30,CT,"Less than 10,000"
Healthcare Data Analyst II,SQL| Tableau,Premera Blue Cross,Insurance,296,3.7,6,WA,"Less than 10,000"
Data Analyst,Hadoop| Tableau| Spark| Data Analysis| Python,Preferred Resources Inc.,Blank,,,6,MO,
Data Analyst,Quantitative Analysis| Data Mining| Machine Learning| R| SQL| Tableau| Java| Leadership Experience| Python,Predictive Science,Blank,,,30,USA,
Data Analyst,T-SQL| Database Administration| Microsoft SQL Server| Analysis Skills| Visual Basic| SQL| Excel,Precision Value & Health,Blank,,,30,IN,
Healthcare Data Analyst,Python| SQL,Precision Health AI,Blank,,,30,MA,
"Director, Client Analytics",,Precima,Blank,,,30,IL,
Data Analyst,Salesforce CRM,PowerSchool,Internet and Software,24,3.2,30,CA,"Less than 10,000"
Data Analyst,Quantitative Analysis| Google Analytics| Visual Basic| R| SQL| Tableau| Analysis Skills| Data Warehouse| Python,Pond5,Blank,,,20,NY,
Data Analyst,JavaScript| Ruby| Git| Conversion Optimization| Scripting| Python,Poll Everywhere,Blank,,,26,CA,
Data Analyst,Data Mining| Microsoft SQL Server| Machine Learning| R| SQL| Microsoft Office| Java| Alteryx| Informatica| Python,Polaris Industries,Auto,216,3.7,30,MN,
Marketing Data Analyst,SQL| Excel,Plymouth Rock Assurance Corporation,Insurance,57,3.6,24,NJ,
Sr. Data Analyst,R| Python| SQL| Tableau,Pluralsight,Internet and Software,8,4.5,30,UT,"Less than 10,000"
Data Analyst,Google Analytics| Python| SQL| Financial Modeling,Plastiq,Blank,,,30,CA,
Data Analyst,Data Analysis| Statisical Analysis| SQL| Tableau,Planned Systems International,Blank,24,4.1,21,VA,
Sr. Data Analyst,Business Intelligence| Microsoft SQL Server| SAP| Oracle| SAS| SQL| Microsoft Office| Tableau| Alteryx,"PJM Interconnection, LLC",Blank,13,4.5,4,PA,
Technical Data Analyst,MySQL| Microsoft SQL Server| Machine Learning| Scripting| R| Python| Tableau| AWS,"PitchBook Data, Inc.",Blank,,,8,WA,
Engine Development Data Analyst,MATLAB| Calibration,"Pinnacle Engines, Inc.",Blank,,,30,CA,
Business Data Analyst,SQL| Microsoft Office,Pinkerton,Consulting,510,3.6,12,CA,"Less than 10,000"
Business Data Analyst,,Pinkerton,Consulting,510,3.6,12,CA,"Less than 10,000"
Clinical Data Analyst,,Piedmont Healthcare,Health Care,347,3.7,30,GA,
"Clinical Data Analyst, Stroke Program, Days, PAH",,Piedmont Healthcare,Health Care,,,14,GA,
Data Analyst,Time Management| Microsoft Powerpoint| Microsoft Office| Analysis Skills,Philips,Health Care,2880,4,30,TN,"10,000+"
"Strategic Analyst- (Measurement, Data Analytics and Products...",Java| R| SAS| Python| SQL| Tableau,PG&E,Energy and Utilities,599,3.9,30,CA,"10,000+"
"Strategic Analyst, Senior (Measurement, Data Analytics and P...",R| Oracle| SAS| Python| SQL| Tableau,PG&E,Energy and Utilities,599,3.9,30,CA,"10,000+"
SAP Master Data Analyst,Alteryx| Informatica| SAP,PetSmart,Retail,6850,3.7,19,AZ,"10,000+"
Data Analyst (DBA),Redis| Azure| Oracle| AWS,Periscope technologies inc,Blank,,,30,CA,
"Sr. Director, Digital Marketing Analytics",Performance Marketing| Marketing| Marketing Mix Modeling,Performics,Blank,15,3.8,30,IL,
Data Analyst - Healthcare Payer,XML| Data Analysis| SQL| Microsoft Access,Perficient,Consulting,50,3.4,30,MA,"Less than 10,000"
Lead Data Analyst and Mapper - Healthcare Provider,SQL,Perficient,Consulting,50,3.4,30,WV,"Less than 10,000"
Statistical Data Analyst,Hive| Hadoop| R| SAS| Microsoft Office| Excel| Tableau| Python,PepsiCo,Consumer Goods and Services,10791,3.9,30,IL,"10,000+"
CCPM Data Analyst,Microsoft Office| Excel| SQL| Tableau| Microsoft Access| T-SQL| Content Management Systems| Microsoft Word,Penobscot Community Health Care,Health Care,17,3.5,30,ME,
Data Analyst (Energy),Microsoft SQL Server| Excel| SQL,Penn State University,Education and Schools,732,4.4,30,PA,"Less than 10,000"
Data Analyst 3,Data Mining,Penn State University,Education and Schools,732,4.4,30,PA,"Less than 10,000"
Data Analyst (Energy),Microsoft SQL Server| Excel| SQL,Penn State University,Education and Schools,732,4.4,30,PA,"Less than 10,000"
Senior Data Analyst,Quantitative Analysis| Data Mining| R| Statisical Analysis| Python| SQL| Tableau,PeerStreet,Blank,,,10,CA,
Data Analyst,Time Management| Microsoft Powerpoint| Marketing| SAS| Tableau,Pearson,Education and Schools,1730,3.8,7,USA,"10,000+"
"Data Analyst, Global Product Analytics",JavaScript| R| SQL| Tableau,Pearson,Education and Schools,1730,3.8,30,CO,"10,000+"
Marketing Analyst - Data Analytics (Market Research Analyst),Google AdWords| Google Analytics| Design Experience| Affiliate Marketing,Pearson,Education and Schools,1730,3.8,30,AZ,"10,000+"
"Data Analyst, Entry Level (Graduate Degree)",Java| Data Mining| Machine Learning| OOP| UI,Paypal,Banks and Financial Services,988,3.9,30,CA,"10,000+"
Data Analyst Intern,Google Analytics| R| SAS| C/C++| SQL| Tableau| Java| QlikView| Python| Financial Modeling,Paypal,Banks and Financial Services,988,3.9,30,CA,"10,000+"
Data Analyst,Data Analysis| R| Python,Payfone,Blank,,,29,CO,
North American National Accounts and Data Analyst,Power BI| Microsoft Office| Excel| Tableau,"Patagonia, Inc",Retail,11,3.9,6,NV,"Less than 10,000"
Senior Data Analyst,Time Management| Data Analysis| SQL,Partners HealthCare,Health Care,351,4,30,MA,
Business Intelligence Data Analyst - College Graduate CSO I...,Microsoft Powerpoint,Parker Hannifin Corporation,Industrial Manufacturing,1888,3.9,14,CA,"10,000+"
Market Data Analyst,Microsoft Office,Parametric,Blank,8,3.3,30,WA,
"Analyst, Data and Analytics Support",Excel,Parametric,Blank,8,3.3,26,WA,
Data Analyst,Data Analysis| Oracle,Paradyme Management,Blank,23,3.9,22,DC,
Data Analyst,Business Intelligence| Data Warehouse| OBIEE| Informatica| Oracle| SQL,PANGEATWO,Blank,17,4.1,2,AL,
"Senior Analyst, People Analytics & Insights",Project Management| Hadoop| Business Analysis| Tableau,Palo Alto Networks,Internet and Software,56,4.1,30,CA,"Less than 10,000"
"Data Analyst, Development & Alumni Relations",Business Intelligence| Data Mining| SAS| Crystal Reports| SQL| Tableau,Pace University,Education and Schools,270,4.3,1,NY,
Marketing Data Analyst,Microsoft Powerpoint| Marketing Automation| Oracle| SAS| SQL| Tableau,Oxford Global Resources,Human Resources and Staffing,63,3.3,20,MA,"Less than 10,000"
"Data Analyst, Internal Audit",,Owens Corning,Construction,669,3.8,1,OH,"10,000+"
research data analyst/statistician,Data Analysis| R| Tableau,Outreach Process Partners,Blank,,,23,DC,
"Marketing Specialist, Data Analyst",Performance Marketing| Customer Segmentation| Excel| SPSS| Multichannel Marketing| Microsoft Powerpoint| Marketing| Microsoft Office| Tableau,Orange County Transportation Authority,Transport and Freight,31,4.2,6,CA,
Reimbursement Data Analyst,Microsoft Word| Microsoft Powerpoint| Excel| Microsoft Access,Option Care,Health Care,336,3.1,30,IL,"Less than 10,000"
Data Analyst,Time Management| SQL,Optimove,Blank,,,2,NY,
Data Analyst,Microsoft Powerpoint| SQL| Excel| Tableau| Python,OppLOans,Blank,,,20,IL,
Financial Crimes Data Analyst,Machine Learning| SQL| Tableau| Big Data| Troubleshooting| Data Warehouse| Informatica| Shell Scripting| Python| DB2,"Open Systems Technologies, Inc.",Consulting,36,4,29,NY,"Less than 10,000"
SAS Data Analyst,Microsoft SQL Server| Data Mining| R| SAS| Tableau| STATA| SharePoint| MATLAB,"Onyx Government Services, LLC",Blank,4,4.5,30,DC,
Customer Operations - Data Analyst,Microsoft SQL Server| Data Warehouse| Power BI| Visual Basic| R| Oracle| Python| SQL| Tableau,OneSource Virtual,Blank,34,2.9,30,TX,
Data Analyst - Data Wrangler,Java| C/C++| Python| SQL,OneAmerica,Insurance,64,3.5,2,IN,"Less than 10,000"
Data Analyst Senior,SharePoint| Microsoft Powerpoint| SQL| Microsoft Office,One Call,Insurance,357,3,9,NY,
Oncology Pharmacy Data Analyst,Business Intelligence| Tableau| Medical Insurance,Oklahoma Cancer Specialists and Research Institute,Blank,,,30,OK,
Policy and Data Analyst,,Office of the Nassau County Comptroller,Blank,,,30,NY,
Sr Data Analyst,Pig| Hive| Machine Learning| Hadoop| Perl| Spark| Python,Oath Inc,Telecommunications,33,3.9,30,CA,
Data Analyst - MSI,SQL| Tableau,NYSTEC,Blank,4,4.3,7,NY,
Clinical Data Analyst - PHS,ICD-10| SQL| Microsoft Office,NYSTEC,Blank,4,4.3,13,NY,
Clinical Data Analyst - PHS,ICD-10| SQL| Microsoft Office,NYSTEC,Blank,4,4.3,14,NY,
Bike Share Data Analyst,Analysis Skills| Python,NYC Careers,Government,86,4.1,30,NY,
Data Analyst,Data Mining| R| SQL| Python,NYC Careers,Government,,,30,NY,
"Data Analyst, Bureau of Primary Care Access and Planning",Microsoft Powerpoint| SAS| SQL| Microsoft Word| SPSS,NYC Careers,Government,265,4.1,1,NY,
"Researcher/Data Analyst, Bureau of Mental Health",Statistical Software| Microsoft Powerpoint| Project Management| R| SAS| SQL| Microsoft Word| SPSS,NYC Careers,Government,265,4.1,30,NY,
Senior Data Analyst,Microsoft SQL Server| QlikView| SPSS| R| Python| SQL| Microsoft Access| Tableau,NYC Careers,Government,,,21,NY,
Data Analyst,Salesforce CRM| SAS| SQL| Excel| SPSS,NYC Careers,Government,265,4.1,12,NY,
M/WBE Research & Data Analyst,Data Mining| SAS| SQL| Excel| Microsoft Office| Microsoft Access| Visio| Python,NYC Careers,Government,,,30,NY,
HR Data Analyst,Data Mining| Machine Learning| R| Statisical Analysis| Python| Workday| Excel| Tableau,NVIDIA,Computers and Electronics,177,4.2,30,CA,
Data Analyst,TensorFlow| Linux| Embedded Software| Machine Learning| R| SQL| Big Data| STATA| Software Development| Data Analysis| Hadoop| Scripting| Tableau| Java| Cassandra| MongoDB| Spark| Troubleshooting| Shell Scripting| NoSQL,Nuvve,Blank,,,8,USA,
Senior Data Analyst,Python| Microsoft Office| Excel| SQL,Numerator,Consulting,108,3.6,27,IL,"Less than 10,000"
Data Analyst,Microsoft SQL Server| Data Warehouse| Crystal Reports| SQL,NSD,Blank,9,3,30,VA,
Data Analytics Analyst,Time Management| Machine Learning| R| SAS| Microsoft Office| Excel| SQL| Tableau| Python,NRG Energy,Energy and Utilities,319,3.9,29,NY,"Less than 10,000"
"Retail Data Analytics, Sr. Analyst",Machine Learning| Hadoop| R| SAS| SQL| Big Data| Python,NRG Energy,Energy and Utilities,319,3.9,8,TX,"Less than 10,000"
Data Analyst 2,Data Warehouse| SAS| Oracle| SQL| Microsoft Office,"Northwest Permanente, P.C.",Blank,,,30,OR,
Data Analyst 3 (Tech),Data Warehouse| SAS| Oracle| SQL| Microsoft Office,"Northwest Permanente, P.C.",Blank,,,30,OR,
Seinor Business Data Analyst,Project Management| Business Analysis,Northwest Farm Credit Services,Banks and Financial Services,22,4,1,WA,"Less than 10,000"
Data Analyst 3,Microsoft Word| Microsoft Powerpoint| Microsoft Office,Northrop Grumman,Aerospace and Defense,4327,4,6,CA,"10,000+"
Research and Data Analyst-Student Learning,Data Mining| Data Analysis,Northeastern University,Education and Schools,378,4.3,30,MA,
"Financial Analyst 2, Marketing Data and Analytics",Marketing| SQL| Excel| Tableau,Nordstrom,Retail,8955,4,18,WA,"10,000+"
Python Programmer & Data Analyst Administrator,Microsoft Powerpoint| Mac OS| Python| Microsoft Office| SQL| Tableau,"Nordic Naturals, Inc.",Blank,21,3.9,30,CA,
Health Care Data Analyst,Data Mining| Machine Learning,NORC at the University of Chicago,Organization,390,3.5,30,IL,"Less than 10,000"
Senior Data Analyst,Survey Design| Data Mining| Machine Learning,NORC at the University of Chicago,Organization,390,3.5,30,IL,"Less than 10,000"
Senior Data Analyst,,NORC at the University of Chicago,Organization,,,28,IL,"Less than 10,000"
Data Analyst,JavaScript| SQL| Microsoft Office| Java| Microsoft Word| Angular| Visio| Data Analysis| PHP,Nolij Consulting,Blank,6,3.3,12,VA,
Data Analyst/Modeler,Visual Basic| SPARQL| SQL| Excel| Tableau,Nolij Consulting,Blank,6,3.3,11,VA,
Data Analyst,Pig| Hive| Hadoop| Scala| R| SQL| Java| MySQL| Spark| PostgreSQL| Python,NinthDecimal,Blank,4,3.3,12,CA,
Senior Data Analyst – Marketplace Analytics – Multiple Openi...,Project Management| R| Oracle| SQL| Teradata| Tableau| Git| Python| AWS,Nike,Consumer Goods and Services,6574,4.2,30,OR,"10,000+"
Director Strategic Business Analytics - Global Integrated Kn...,Business Intelligence| Google Analytics| Leadership Experience| SQL| Tableau,Nike,Consumer Goods and Services,6574,4.2,30,OR,"10,000+"
Data Analyst - Media Analytics,Excel,Nielsen,Consulting,2066,3.8,30,CT,"10,000+"
Field Manufacturing Data Analyst,Microsoft Powerpoint| Oracle| Microsoft Office| Excel| Supervising Experience,Niagara Bottling,Food and Beverages,322,3,30,CA,"Less than 10,000"
DATA ANALYST ( Healthcare Domain ),Linux| R| Perl| Data Analysis| Python,Nextphase Systems,Blank,,,30,CA,
Marketing Data Analyst,Data Mining| Microsoft Powerpoint| SPSS| Marketing| R| Business Analysis| SAS| Omniture| SQL,Nextiva,Telecommunications,111,4.3,30,AZ,"Less than 10,000"
RCM Data Analyst II,Data Analysis| Power BI| SQL,NextGen Healthcare,Internet and Software,87,3.4,7,MO,"Less than 10,000"
Data Analyst,Microsoft Powerpoint| Excel| Microsoft Office| Tableau,NewYork-Presbyterian Hospital,Health Care,1275,4.2,30,NY,"10,000+"
Data Analyst,JavaScript| Data Mining| Microsoft SQL Server| Visual Basic| Oracle| Crystal Reports| SQL| Tableau,New York University,Education and Schools,729,4.2,30,NY,"Less than 10,000"
Financial Data Analyst,Analysis Skills,New York State Office of the Attorney General,Government,42,4.2,30,NY,
Data Analyst,Java| Perl| R| Python| SQL,New York Blood Center,Organization,91,3.8,30,NY,
Data Analyst,JavaScript| R| Excel| SQL| Tableau,New Visions for Public Schools,Education and Schools,9,4.1,18,NY,
Data Analyst,JavaScript| R| Excel| SQL| Tableau,New Visions Central Office,Blank,,,19,NY,
Business Intelligence and Data Analyst,,NEURA,Blank,,,30,CA,
Data Analyst,Business Intelligence| Microsoft Powerpoint| Project Management| Excel| Tableau| Alteryx,Neuberger Berman,Banks and Financial Services,61,3.8,30,NY,"Less than 10,000"
CRM Admin/Data Analyst,Alteryx| Tableau,Neuberger Berman,Banks and Financial Services,61,3.8,30,NY,"Less than 10,000"
Data Analyst,SharePoint| Visio| Data Analysis| Oracle| SQL| Microsoft Office,NetVision Resources (NVR),Blank,,,30,VA,
Vendor Master Data Analyst,Microsoft Office| Excel,Nestle USA,Consumer Goods and Services,1113,3.7,1,OH,"10,000+"
Data Analyst II,AI| Data Mining| SAS| Oracle| Statisical Analysis| Excel| SQL| Microsoft Access,"NCI Information Systems, Inc.",Government,250,3.5,7,REMOTE,"Less than 10,000"
Data Analyst - Games,Machine Learning| R| SAS| SQL| STATA| Data Warehouse| SPSS| Business Analysis,NBCUniversal,"Media, News and Publishing",1829,4.1,30,CA,"10,000+"
Cyber Security Vulnerability Data Analyst,Information Security| Ruby| Objective-C| Routing Protocols| Network| Perl| C/C++| HTTPS| Java| Python| TCP/IP| IPsec| TCP,NBCUniversal,"Media, News and Publishing",1829,4.1,30,FL,"10,000+"
Cyber Security Vulnerability Data Analyst,Information Security| Ruby| Objective-C| Routing Protocols| Network| Perl| C/C++| HTTPS| Java| Python| TCP/IP| IPsec| TCP,NBCUniversal,"Media, News and Publishing",1829,4.1,30,CT,"10,000+"
Cyber Security Vulnerability Data Analyst,Information Security| Ruby| Objective-C| Routing Protocols| Network| Perl| C/C++| HTTPS| Java| Python| TCP/IP| IPsec| TCP,NBCUniversal,"Media, News and Publishing",1829,4.1,30,NY,"10,000+"
Cyber Security Vulnerability Data Analyst,Information Security| Ruby| Objective-C| Routing Protocols| Network| Perl| C/C++| HTTPS| Java| Python| TCP/IP| IPsec| TCP,NBCUniversal,"Media, News and Publishing",1829,4.1,30,CA,"10,000+"
Cyber Security Vulnerability Data Analyst,Information Security| Ruby| Objective-C| Routing Protocols| Network| Perl| C/C++| HTTPS| Java| Python| TCP/IP| IPsec| TCP,NBCUniversal,"Media, News and Publishing",1829,4.1,30,MN,"10,000+"
Healthcare Data Analyst,Leadership Experience| Excel| Tableau,NaviHealth,Health Care,49,3.3,14,TN,
Data Analyst - Children's Community Practices,Microsoft Powerpoint,Nationwide Children's Hospital,Health Care,399,4.1,30,OH,"Less than 10,000"
Commercial Vehicle Data Analyst,Data Mining| Hadoop| Project Management| SQL| Spark| MATLAB| Python,National Renewable Energy Laboratory,Government,78,3.7,2,CO,
Senior Data Analyst,SQL,National Instruments,Computers and Electronics,244,4,19,TX,"Less than 10,000"
Senior Data Analyst,Project Planning| Project Management| SQL,National Instruments,Computers and Electronics,244,4,19,TX,"Less than 10,000"
Associate Data Analyst,,National Grid,Blank,575,3.9,26,NY,
"Data Analyst, Energy Evaluation",Microsoft Powerpoint| SQL| Microsoft Office,National Grid,Blank,575,3.9,5,MA,
"Data Analyst, Gas Materials & Standards",Visual Basic| HTML5| SQL| Microsoft Access| Java| SharePoint,National Grid,Blank,575,3.9,29,NY,
Senior Business Data Analyst- Digital,Google Analytics| SQL| Tableau| QlikView,National Funding,Blank,11,3.5,11,CA,
Data Analyst,Salesforce CRM| Data Mining| Data Warehouse| Microsoft Powerpoint| Microsoft Office,National Financial Partners,Insurance,72,3.8,30,TX,"Less than 10,000"
Senior Data Analyst,ERP Systems,Na Ali'i LLC,Blank,,,30,PA,
"Senior Analyst, Data & Analytics",Google Analytics| SQL| Tableau| Python,MWW Group,Blank,5,2.8,14,NY,
"Senior Analyst, Data & Analytics",Google Analytics| SQL| Tableau| Python,MWW Group,Blank,5,2.8,30,NY,
USPS Data Analyst,Data Mining| Microsoft SQL Server| Power BI| Oracle| SAS| SQL| Teradata,MVM,Consulting,224,3.5,30,VA,
Data Analyst Senior,,"Multnomah County, OR",Blank,,,30,OR,
MARS Data Analyst I,Microsoft SQL Server| SQL| Microsoft Office,MultiPlan Inc.,Blank,245,3.7,15,PA,
"SQL Data Analyst, Analyst/Officer",Data Warehouse| SQL,MUFG,Banks and Financial Services,41,2.6,30,CA,"10,000+"
"SQL Data Analyst, Analyst/Officer",Data Warehouse| SQL,MUFG,Banks and Financial Services,41,2.6,30,AZ,"10,000+"
"SQL Data Analyst, Analyst/Officer",Data Warehouse| SQL,MUFG,Banks and Financial Services,41,2.6,30,NJ,"10,000+"
"Enterprise Data Platform, Data Analyst",Time Management| SDLC| SQL| Tableau| Java| Git| Python| Jira| Jenkins| AWS,MUFG,Banks and Financial Services,41,2.6,30,NJ,"10,000+"
"Vice President, Data Analyst",Java| Visual Basic| Perl| Oracle| Python| SQL| Sybase,MSCI Inc.,Blank,6,4.2,19,CA,
Sr Data Analyst,R| SAS| SQL| SPSS| Python,Mountain America Credit Union,Banks and Financial Services,82,4.1,30,UT,
"Data Analyst II, Geriatrics/Palliative Care",Management Experience,Mount Sinai Health System,Health Care,1086,4,30,NY,"10,000+"
CLINICAL COORDINATOR (PTO) - Data Analyst,,Mount Sinai Health System,Health Care,1086,4,19,NY,"10,000+"
"Data Analyst I, Environmental Medicine and Public Health",Management Experience,Mount Sinai Health System,Health Care,1086,4,12,NY,"10,000+"
Data Analyst 3,Data Mining| Python| Excel| SQL| Tableau,Motion Recruitment Partners,Blank,7,3.4,19,CA,
Defined Benefit Data Analyst,,Morneau Shepell,Consulting,226,3.1,30,CT,"Less than 10,000"
Data Analytics Developer,Pig| Business Intelligence| Hive| AI| Data Mining| Machine Learning| Hadoop| Kafka| HBase| SQL| Tableau| Big Data| Spark| NoSQL| Python,Morgan Stanley,Banks and Financial Services,2900,3.9,21,NY,"10,000+"
COE Data Analyst,Visio| R| Python| Microsoft Office| Tableau,Monsanto,Agriculture and Extraction,1601,4.2,11,MO,"10,000+"
Portfolio Data Analyst,Data Mining| Data Management| Marketing| R| SAP| Python,Monsanto,Agriculture and Extraction,1601,4.2,9,MO,"10,000+"
Data Analyst/Project Manager,Project Management| WordPress| Leadership Experience| PHP,momofuku,Blank,12,4.3,19,NY,
Senior Data Analyst,SharePoint| Data Mining| Excel| SQL,Molina Healthcare,Insurance,922,3.4,13,CA,"10,000+"
Healthcare Data Analyst,Data Analysis| SAS| Crystal Reports| SQL| Excel| Microsoft Access,Moda Health,Blank,106,3.2,5,OR,
Provider Data Analyst,SAS| Excel| Microsoft Access| Accounting,Moda Health,Blank,106,3.2,5,OR,
"Senior Data Analyst, Planning Analytics",Machine Learning| R| Statisical Analysis| Python| SQL| Tableau,MM.Lafleur,Blank,6,2.7,30,NY,
Data Analyst,Business Analysis| Tableau,MKTG,Blank,21,3.9,30,NY,
QM Data Analyst,Data Mining| Microsoft SQL Server| Crystal Reports| SQL| Microsoft Office,MJHS,Health Care,187,3.7,30,NY,
Data Analyst,SQL| Excel| Tableau,Mixbook,Blank,3,4.3,3,CA,
Data Analyst,MATLAB,MIT Lincoln Laboratory,Aerospace and Defense,75,4.2,30,MA,"Less than 10,000"
Data Analyst and Algorithm Developer,MATLAB| Signal Processing| Python| C/C++,MIT Lincoln Laboratory,Aerospace and Defense,75,4.2,19,MA,"Less than 10,000"
"System Analyst, Data & Analytics",Microsoft SQL Server| Software Development| Power BI| Oracle,Mississippi Lime Company,Blank,20,4,30,MO,
Hedge Fund Junior Data Analyst,Accounting,Mission Staffing,Blank,,,30,NY,
Data Analyst - DAS,Data Mining| Microsoft SQL Server| Data Management| R| Oracle| SAS| SQL| Sybase| MySQL,Mindshare,"Media, News and Publishing",100,3.8,30,NY,"Less than 10,000"
Healthcare Data Analyst,Quantitative Analysis| Time Management| R| SAS| Python| Excel| SQL,Milliman,Blank,87,3.7,30,IN,
Healthcare Data Analyst,Visual Basic| SAS| SQL| CPT Coding| Excel| ICD-9| Medical Insurance| Medical Coding,Milliman,Blank,87,3.7,30,NJ,
Senior Data Analyst - MileOne Autogroup,Microsoft SQL Server| SAS| SQL| Tableau| Data Analysis,MileOne Automotive,Auto,66,2.5,16,MD,"Less than 10,000"
Data Analyst Intern,SAS| Oracle| SQL| Tableau,Mid-Atlantic Permanente Medical Group,Health Care,4,3,18,MD,"Less than 10,000"
Senior Data Analyst,R| SAS| Oracle| Python| SQL| Tableau,Mid-Atlantic Permanente Medical Group,Health Care,4,3,7,MD,"Less than 10,000"
Technical Data Analyst,Data Mining| Machine Learning| R| Build Automation| Python| SQL| Cloud Computing,Microsoft,Internet and Software,5178,4.2,1,WA,"10,000+"
Data Analyst - Media,Media Buying| PPC Campaign Management| Project Management| Power BI| Excel| SQL,Microsoft,Internet and Software,5178,4.2,30,WA,"10,000+"
Data Analyst,Hive| Data Mining| Microsoft Powerpoint| Power BI| Azure| SQL| Excel| Big Data| Spark| Analysis Skills| Data Analysis,Microsoft,Internet and Software,5178,4.2,30,WA,"10,000+"
Data Analyst II,Data Mining| Microsoft Powerpoint| Power BI| Hadoop| SQL| Excel| Analysis Skills,Microsoft,Internet and Software,5178,4.2,30,WA,"10,000+"
Data Analyst,Hive| Data Mining| Microsoft Powerpoint| Power BI| Azure| SQL| Excel| Big Data| Spark| Analysis Skills| Data Analysis,Microsoft,Internet and Software,5178,4.2,30,WA,"10,000+"
Sr. Data Analyst - Media,Media Buying| PPC Campaign Management| Project Management,Microsoft,Internet and Software,5178,4.2,30,WA,"10,000+"
Data Analyst,Experimental Design| R| Statisical Analysis| SQL| STATA| SPSS| SAS| Tableau| Java| Python,Microfinance Gateway,Blank,4,4,18,NY,
Data Analyst - Design+Construction and Cost+Risk Management,JavaScript| R| Microsoft Office| HTML5| Tableau| Big Data|  Project / Program Management| Python,MGAC,Blank,3,4,16,CA,
Data Analyst,Microsoft SQL Server| Hadoop| R| SQL| Tableau| Java| Spark| Data Warehouse| Informatica| Python,MetroStar Systems,Blank,11,4.5,1,MD,"Less than 10,000"
Data Analyst,Microsoft SQL Server| Hadoop| R| SQL| Tableau| Java| Spark| Data Warehouse| Informatica| Python,MetroStar Systems,Blank,11,4.5,1,VA,"Less than 10,000"
QA Production Data Analyst,Microsoft SQL Server| Time Management| Scripting| Microsoft Office| SQL| Microsoft Access| Data Analysis| Shell Scripting,MetroPlus Health Plan,Blank,108,3.3,14,NY,
Analytics - Vice President,Statistical Software| Spark| R| SAS| Python| Omniture| SQL,Merkle Inc.,Consulting,136,3.4,8,MD,"Less than 10,000"
Sr. Data Analyst,Oracle| SAS| Crystal Reports| SQL| Tableau,Meridian Health Plan,Health Care,155,2.8,15,MI,
Systems Data Analyst,,Mercy Health,Blank,,,20,OH,
Sr Data Analyst,Design Patterns| SDLC| SQL| Big Data| Analysis Skills| Design Experience| Data Analysis| Continuous Improvement| Python,Merck,Health Care,3144,4.1,2,PA,"10,000+"
Data Analyst,SQL| Tableau| Data Warehouse| QlikView,Mentor Graphics,Internet and Software,103,4.3,22,OR,"Less than 10,000"
Data Analyst,Data Analysis,Memorial Sloan Kettering,Health Care,753,4.2,11,NY,"10,000+"
Data Analyst,Python,Memorial Sloan Kettering,Health Care,753,4.2,30,NY,"10,000+"
Reporting & Data Analyst III,Time Management| Microsoft Powerpoint| Excel| Analysis Skills| Business Analysis| Adobe Marketing,Meijer,Retail,6797,3.5,12,MI,"10,000+"
Safety Outcomes Data Analyst,Data Mining| SAS| Microsoft Office| SQL| Tableau| Software Development| Visio| Data Analysis,MedStar Health,Health Care,373,3.8,30,DC,
Data Analyst,Excel,"Medifast, Inc",Consumer Goods and Services,85,3.5,30,MD,"Less than 10,000"
Sr. Business Analytics Manager - Data Science,Machine Learning| Microsoft Powerpoint| R| SAS| SQL| Microsoft Word| Analysis Skills| Business Analysis| Jira,Medidata Solutions,Internet and Software,54,3.7,8,NY,
Data Analyst II,Microsoft SQL Server| XML| Oracle| SQL| Microsoft Word,Medical Transportation Management (MTM),Health Care,250,3.2,7,MD,"Less than 10,000"
Data Analyst - Energy Insights,,McKinsey & Company,Blank,,,19,TX,
"Solution Analyst - Healthcare Analytics & Delivery, New Vent...",Hive| Machine Learning| Project Management| Hadoop| R| SQL| Tableau,McKinsey & Company,Blank,411,4.3,21,NY,
"Medical Director, Clinical Products - Healthcare Analytics,...",BC/BE| Pharmacy Residency| R| Excel| SQL| Python,McKinsey & Company,Blank,411,4.3,30,NY,
Data Analyst,Microsoft Powerpoint| Oracle| Microsoft Office| SQL| Tableau,McGraw-Hill Education,Education and Schools,237,3.9,11,NJ,"Less than 10,000"
